#From Jouzel et al. (Science, 2007)
#Extrapolated for depths <=6.05 m
#Excess extrapolated for depth>=2151.6 m
#depth-top (m)	d18O (pm)	deut (pm)	d18OSW (pm)
1996.5	-56.4	-441.9	1.22066024686546
1997.05	-56.1	-440.6	1.2236396915297
1997.6	-55.7	-437.8	1.22533712516392
1998.15	-56.4	-442.4	1.22694084559935
1998.7	-56.3	-442.3	1.22872986781037
1999.25	-55.9	-439.2	1.23067043029513
1999.8	-56.5	-443.4	1.23291698509452
2000.35	-56.1	-441.3	1.23574863393488
2000.9	-55.4	-436	1.23941820616014
2001.45	-55.8	-439	1.24241156362518
2002	-55.9	-438.4	1.24514822406293
2002.55	-56.0	-441	1.24749348224076
2003.1	-56.0	-440.4	1.24999494824537
2003.65	-56.1	-441	1.25175018389662
2004.2	-56.0	-440.6	1.25348269447939
2004.75	-56.4	-443.4	1.25447603022553
2005.3	-55.8	-437.9	1.25504228811424
2005.85	-56.5	-443.6	1.25420752811417
2006.4	-56.6	-443.3	1.25192005185298
2006.95	-56.1	-441.1	1.24948714821765
2007.5	-55.8	-437.9	1.24668067863894
2008.05	-56.1	-439.4	1.24426787930684
2008.6	-55.9	-438.2	1.24156277353163
2009.15	-56.6	-442.4	1.23923650863098
2009.7	-56.4	-441.1	1.23626427189098
2010.25	-56.1	-438.8	1.23284601559432
2010.8	-56.4	-443.2	1.22941774955416
2011.35	-56.2	-440.2	1.22480997137833
2011.9	-56.1	-438.4	1.21893196881435
2012.45	-55.6	-435.5	1.2126035751244
2013	-55.5	-433.3	1.2060778020122
2013.55	-56.2	-439.3	1.1989589542062
2014.1	-56.2	-438.8	1.19094576977439
2014.65	-55.9	-437.7	1.18247443239672
2015.2	-56.1	-438.4	1.173620600791
2015.75	-55.8	-435.7	1.16399074309722
2016.3	-55.8	-435.4	1.15368290203075
2016.85	-55.7	-435	1.14210902805861
2017.4	-55.5	-434.3	1.12903716744527
2017.95	-55.4	-434.6	1.11493085677371
2018.5	-55.2	-432.4	1.09898666846987
2019.05	-54.7	-427.2	1.0817656699872
2019.6	-55.2	-430.6	1.06416084976095
2020.15	-54.7	-428.9	1.04483110442112
2020.7	-54.7	-428.2	1.02524173529116
2021.25	-54.6	-428.2	1.00579933591801
2021.8	-53.8	-421.6	0.98700052052868
2022.35	-53.9	-422.1	0.97082614440851
2022.9	-54.1	-423.4	0.95525484358223
2023.45	-53.6	-418.9	0.93960867030191
2024	-53.3	-418.5	0.92494879012082
2024.55	-52.8	-414.6	0.91045296041695
2025.1	-52.5	-411.6	0.89635834117944
2025.65	-53.1	-414.2	0.8825323632475
2026.2	-52.7	-412.4	0.86831396636438
2026.75	-54.0	-422.5	0.85398329124702
2027.3	-54.1	-422.5	0.83889498108199
2027.85	-53.8	-422.21	0.82366995065698
2028.4	-54.0	-421.8	0.80871007953874
2028.95	-54.5	-427.9	0.7939753531039
2029.5	-54.4	-425.1	0.77845281923342
2030.05	-54.4	-425.62	0.76383906582287
2030.6	-54.7	-428.2	0.74934971716314
2031.15	-54.0	-421.1	0.73457539696293
2031.7	-54.3	-425.1	0.72177486161649
2032.25	-54.5	-425.1	0.71039173128195
2032.8	-54.9	-428.9	0.69961609377845
2033.35	-54.7	-428.9	0.68906493923819
2033.9	-54.6	-426.1	0.67939691140457
2034.45	-54.7	-427.6	0.67091723099988
2035	-54.7	-428.5	0.66278879761788
2035.55	-55.4	-433.2	0.65535306538535
2036.1	-54.6	-426.4	0.64822607909926
2036.65	-54.9	-428.9	0.64408094670171
2037.2	-55.3	-430.8	0.64141915335798
2037.75	-56.1	-436.7	0.64008901553038
2038.3	-56.1	-436.9	0.63999734555256
2038.85	-55.5	-431.3	0.64112885098562
2039.4	-56.1	-437.3	0.64239723089191
2039.95	-55.2	-430.7	0.64385652716252
2040.5	-55.4	-432	0.64454421386606
2041.05	-55.4	-432.6	0.64459964437123
2041.6	-55.0	-429.4	0.64378725590775
2042.15	-55.2	-430.5	0.64213884306899
2042.7	-54.7	-426.7	0.63963905432081
2043.25	-55.0	-430.7	0.63641184146289
2043.8	-54.2	-421.9	0.63287772346158
2044.35	-54.3	-423.51	0.6292481970929
2044.9	-53.4	-417.5	0.62556143827523
2045.45	-53.8	-418.7	0.62276980751483
2046	-53.6	-417.1	0.62010139951798
2046.55	-53.5	-417.7	0.61770840456038
2047.1	-54.9	-428.3	0.61533464026127
2047.65	-54.4	-425	0.61269501653763
2048.2	-55.0	-429.2	0.60982042966888
2048.75	-54.7	-426.4	0.60648860062529
2049.3	-54.6	-425.5	0.60238314276029
2049.85	-54.1	-422	0.59757758345153
2050.4	-54.9	-429	0.59244863785778
2050.95	-55.8	-434.5	0.58605813548811
2051.5	-55.2	-429.3	0.57830403148269
2052.05	-55.1	-430.3	0.57043648719675
2052.6	-55.2	-430.7	0.56211987250449
2053.15	-55.2	-431.9	0.55358173949495
2053.7	-54.9	-427.3	0.54470724437558
2054.25	-55.5	-433.7	0.53631188481841
2054.8	-54.7	-425.8	0.5275121001261
2055.35	-55.3	-431	0.51913858118307
2055.9	-54.8	-427.5	0.51018715791726
2056.45	-54.8	-427.6	0.50144002352097
2057	-54.8	-426.3	0.49244995548286
2057.55	-54.5	-424.5	0.48321952580717
2058.1	-55.3	-430	0.47424392307513
2058.65	-54.4	-422.6	0.46407644254358
2059.2	-54.0	-419.9	0.45481580690402
2059.75	-54.3	-422.8	0.4458826170771
2060.3	-54.1	-421.1	0.43647754096634
2060.85	-54.2	-421.1	0.427405515491
2061.4	-54.3	-423	0.41836028750103
2061.95	-53.7	-417.7	0.40955579882553
2062.5	-54.2	-421.9	0.40154296981822
2063.05	-54.1	-420.5	0.39340822729045
2063.6	-54.2	-420.7	0.38583235255421
2064.15	-53.3	-413.9	0.37862026781067
2064.7	-54.2	-421	0.37219584491405
2065.25	-53.8	-418.6	0.36552179270749
2065.8	-54.1	-420.7	0.35940279641649
2066.35	-53.6	-417.7	0.35349874619419
2066.9	-54.0	-420.3	0.34850106804955
2067.45	-53.8	-419	0.34361798912004
2068	-53.6	-416.7	0.33962294988308
2068.55	-53.3	-415.3	0.33631930791084
2069.1	-53.2	-414.8	0.33394507544311
2069.65	-53.0	-413.7	0.33234850254814
2070.2	-52.9	-410.9	0.33153047102035
2070.75	-53.0	-412.3	0.33140853065024
2071.3	-53.2	-413.2	0.33206317570697
2071.85	-53.0	-413.3	0.33339210291189
2072.4	-52.6	-409.9	0.33525508112243
2072.95	-52.5	-408.5	0.33761012084238
2073.5	-52.8	-410.6	0.3404431565275
2074.05	-52.8	-409.5	0.34378029215414
2074.6	-52.7	-409.2	0.3475235412387
2075.15	-52.5	-408.1	0.35151089496325
2075.7	-52.1	-405	0.35575327804764
2076.25	-52.4	-407.7	0.36014423995382
2076.8	-53.0	-413.9	0.36486072939426
2077.35	-52.5	-407.7	0.37014707998892
2077.9	-52.5	-408.7	0.37533441273516
2078.45	-51.6	-402.5	0.38083803470955
2079	-51.6	-403.1	0.38615816144117
2079.55	-52.0	-406	0.39176663056007
2080.1	-52.5	-409.5	0.39734081314034
2080.65	-52.3	-407.4	0.40273476338321
2081.2	-52.1	-405.5	0.40814522200273
2081.75	-52.2	-405.9	0.41360154210135
2082.3	-52.2	-406.7	0.41921953917336
2082.85	-51.8	-404.7	0.42500533654539
2083.4	-52.2	-407.25	0.43078646292863
2083.95	-52.2	-405.5	0.43687937905898
2084.5	-52.1	-406.2	0.44286909218502
2085.05	-52.3	-408.4	0.44890901513374
2085.6	-52.3	-408.7	0.45510961793369
2086.15	-51.4	-400.8	0.46133241567555
2086.7	-51.7	-403	0.46681997807572
2087.25	-51.7	-404.2	0.47237295446625
2087.8	-52.0	-406.4	0.47792193853102
2088.35	-51.6	-402.5	0.483347018312
2088.9	-52.2	-408	0.48826873034274
2089.45	-52.3	-408.5	0.49343352510663
2090	-52.1	-407.3	0.49851845075501
2090.55	-52.2	-407.5	0.50335312815847
2091.1	-52.2	-407.2	0.5079734762112
2091.65	-51.6	-403.1	0.51257728202035
2092.2	-52.0	-406	0.51684419608317
2092.75	-52.1	-405.5	0.52116496821503
2093.3	-52.0	-406.3	0.52552065867961
2093.85	-52.1	-406.5	0.52962397757656
2094.4	-51.4	-401.2	0.53361258597499
2094.95	-52.5	-411.8	0.537228535739
2095.5	-52.0	-407.82	0.54115017329287
2096.05	-51.9	-405.35	0.54475001938161
2096.6	-51.6	-403.4	0.54797550587988
2097.15	-51.7	-402.8	0.55100135560322
2097.7	-52.2	-407.7	0.55386618587409
2098.25	-52.4	-410.4	0.5566653319384
2098.8	-52.5	-410.4	0.55923050419287
2099.35	-52.8	-412.1	0.5614068279222
2099.9	-52.5	-410.3	0.56327272489273
2100.45	-53.2	-416.1	0.5647059921238
2101	-53.1	-415	0.56573840196316
2101.55	-53.0	-415	0.56629281609364
2102.1	-52.7	-412.3	0.56620537808703
2102.65	-53.1	-415	0.56580344252965
2103.2	-53.6	-418.9	0.56503198776154
2103.75	-53.4	-417.8	0.56370570686206
2104.3	-52.9	-414.4	0.56211790789737
2104.85	-53.8	-421	0.56037320294819
2105.4	-54.2	-422.6	0.55811881195555
2105.95	-53.7	-421.3	0.5556243415614
2106.5	-53.4	-418.4	0.55304506577297
2107.05	-54.0	-423.98	0.55010087941941
2107.6	-53.3	-417.8	0.54677429085842
2108.15	-53.8	-421.6	0.54360205623004
2108.7	-54.0	-422.1	0.54009274981972
2109.25	-53.6	-420.1	0.53656202878806
2109.8	-53.5	-418.5	0.53311432902066
2110.35	-53.9	-422.84	0.52965676022214
2110.9	-53.9	-422	0.52578418861888
2111.45	-53.3	-417.9	0.52194161477645
2112	-53.7	-419.4	0.51830979493081
2112.55	-53.2	-417.5	0.51456234767309
2113.1	-52.9	-413.4	0.51073661949511
2113.65	-53.2	-417	0.50694962607787
2114.2	-53.7	-420.7	0.50297999778456
2114.75	-53.4	-417.3	0.49874362844748
2115.3	-52.8	-413.3	0.49459453148237
2115.85	-52.7	-414.06	0.49046680094658
2116.4	-52.8	-413.6	0.48637398797575
2116.95	-52.9	-413.9	0.48208021168997
2117.5	-53.0	-413.9	0.47775558930542
2118.05	-52.4	-409.5	0.4735149397242
2118.6	-53.2	-416.9	0.46945031255774
2119.15	-52.6	-411.5	0.46479922792648
2119.7	-52.6	-411.6	0.46060136710686
2120.25	-53.0	-414	0.45625689408278
2120.8	-53.0	-414.7	0.45176392227323
2121.35	-52.6	-413.3	0.44719033094041
2121.9	-52.8	-413	0.44265417322481
2122.45	-52.4	-411.6	0.4381041986066
2123	-52.2	-409.1	0.43349661977562
2123.55	-51.8	-406.8	0.42902703498866
2124.1	-52.5	-411.9	0.42468094556119
2124.65	-52.9	-412.9	0.42015317513074
2125.2	-52.3	-410	0.41571215737105
2125.75	-53.1	-416.2	0.411543383102
2126.3	-52.4	-411.4	0.40713308307771
2126.85	-52.3	-410.9	0.403135903438
2127.4	-52.3	-411.2	0.39929663032211
2127.95	-52.7	-412	0.39572190219312
2128.5	-52.7	-413.2	0.39235128017616
2129.05	-52.2	-410.1	0.38912108267375
2129.6	-52.5	-411.4	0.386334896345
2130.15	-52.0	-408.28	0.38383312725742
2130.7	-52.0	-407.8	0.38173833216164
2131.25	-52.1	-407.2	0.37991229027358
2131.8	-52.4	-410.7	0.37837699971044
2132.35	-51.9	-407.55	0.37715375804719
2132.9	-52.0	-407.9	0.3762776585778
2133.45	-52.1	-406.5	0.37571687417142
2134	-52.2	-409.1	0.37541488172072
2134.55	-52.1	-409	0.3753
2135.1	-52.3	-409.8	0.37532948598491
2135.65	-51.8	-405	0.37582117442534
2136.2	-51.5	-403.4	0.37641417664614
2136.75	-52.0	-406.7	0.37714266426586
2137.3	-52.2	-407.5	0.37801220141418
2137.85	-51.4	-403	0.37889037267243
2138.4	-51.4	-403.2	0.37994731065314
2138.95	-52.0	-407.1	0.38111118786971
2139.5	-51.6	-403.9	0.38238425157116
2140.05	-52.1	-408.3	0.38362430804342
2140.6	-52.0	-406.2	0.38507929849239
2141.15	-51.5	-401.4	0.38643267741385
2141.7	-52.0	-407.4	0.38774121232429
2142.25	-51.4	-401.7	0.38916249847924
2142.8	-52.0	-406.4	0.39043626898156
2143.35	-51.2	-401	0.39155785814012
2143.9	-51.6	-403.5	0.39254966975427
2144.45	-51.5	-401.8	0.39344028737719
2145	-51.5	-403.9	0.39410968229425
2145.55	-50.3	-394.2	0.39449570560812
2146.1	-51.4	-401.1	0.39469590861106
2146.65	-51.2	-402	0.39475453828337
2147.2	-51.3	-400.3	0.39460325834302
2147.75	-51.0	-400.4	0.3940196337791
2148.3	-51.7	-405.91	0.39314390304148
2148.85	-51.7	-403.4	0.39195300452285
2149.4	-52.1	-407.2	0.39062441425937
2149.95	-51.8	-404.6	0.38884701673614
2150.5	-51.1	-399.2	0.38687125963535
2151.05	-51.2	-399.1	0.38484859547787
2151.6	-51.4	-403	0.38267432735229
2152.15	-51.8	-406.4	0.38012619086767
2152.7	-50.9	-398.8	0.37733405530522
2153.25	-51.1	-400.7	0.37479857713178
2153.8	-51.6	-404.7	0.37221832230168
2154.35	-51.6	-404.6	0.36944681848606
2154.9	-51.9	-407.2	0.366525244425
2155.45	-51.6	-404.3	0.36349920858146
2156	-51.8	-406.3	0.36050080806562
2156.55	-51.6	-404.4	0.35735453640949
2157.1	-51.4	-402.6	0.35433781792037
2157.65	-51.6	-404.2	0.3513074441993
2158.2	-51.2	-401.1	0.34815758019709
2158.75	-52.1	-408.6	0.34509350811136
2159.3	-51.6	-404.9	0.34173832139026
2159.85	-52.0	-407.8	0.33852417059244
2160.4	-52.0	-407.6	0.33542575611917
2160.95	-51.7	-405.64	0.33252989448956
2161.5	-51.4	-402.8	0.32971961934414
2162.05	-51.5	-403.86	0.32700297979782
2162.6	-51.5	-403.9	0.32436649594083
2163.15	-51.8	-405.7	0.32188254857339
2163.7	-51.4	-403.2	0.31946693407709
2164.25	-51.2	-401.3	0.31728385589562
2164.8	-51.8	-406.1	0.31531729680671
2165.35	-51.5	-403.5	0.31343945851129
2165.9	-51.5	-403.3	0.31215310583018
2166.45	-52.1	-408.22	0.31093224666638
2167	-52.0	-407.9	0.31015074170195
2167.55	-52.3	-409.8	0.30986500036946
2168.1	-51.5	-403.5	0.30993345831667
2168.65	-51.0	-400	0.31042967764187
2169.2	-51.3	-402.1	0.31113045635824
2169.75	-52.0	-407.57	0.31215586363723
2170.3	-51.9	-406.5	0.3139141874188
2170.85	-51.4	-402.6	0.3163548252294
2171.4	-51.9	-407	0.31933497553417
2171.95	-51.5	-403.9	0.32287572405178
2172.5	-51.3	-402.2	0.32719211308401
2173.05	-51.4	-403.2	0.33231111798814
2173.6	-51.4	-402.8	0.33844723670678
2174.15	-51.3	-402.2	0.34515391314589
2174.7	-51.0	-399.51	0.35239783828138
2175.25	-51.6	-404.64	0.36017165842413
2175.8	-50.7	-397.03	0.36919623227056
2176.35	-51.0	-399.4	0.37805952589477
2176.9	-50.8	-397.99	0.38746175667137
2177.45	-51.2	-401.6	0.39746690569322
2178	-51.1	-400.75	0.40930136224469
2178.55	-51.2	-401.04	0.42121442535632
2179.1	-51.0	-399.6	0.43330699674206
2179.65	-51.6	-404.3	0.44571538326909
2180.2	-51.4	-402.8	0.45936587504811
2180.75	-51.8	-405.8	0.47320710871017
2181.3	-51.5	-404	0.48800760529941
2181.85	-51.7	-405	0.50298783162336
2182.4	-51.7	-405.6	0.51904256101779
2182.95	-52.0	-408	0.53641377505303
2183.5	-52.2	-409.7	0.55530937288715
2184.05	-52.0	-407.4	0.57576191146994
2184.6	-52.0	-407.8	0.59629532929144
2185.15	-51.9	-407.1	0.61752708064582
2185.7	-52.1	-408.1	0.63866287116965
2186.25	-52.6	-412.7	0.66040979636047
2186.8	-52.6	-412.7	0.68270499889353
2187.35	-52.9	-414.6	0.70500425238426
2187.9	-52.9	-415	0.72727218467284
2188.45	-52.8	-414.3	0.74919241968367
2189	-53.2	-417	0.77049660634072
2189.55	-52.8	-414.2	0.79251725285294
2190.1	-52.4	-411.2	0.81367828910762
2190.65	-53.5	-419.4	0.83374026527077
2191.2	-53.4	-418.8	0.85555540024942
2191.75	-53.3	-418.1	0.87667501973811
2192.3	-53.0	-415.5	0.8975011678151
2192.85	-53.9	-422.5	0.91797368817215
2193.4	-54.2	-425.4	0.93957839382864
2193.95	-53.6	-420.1	0.96159415997673
2194.5	-53.7	-421.6	0.98177288678809
2195.05	-53.9	-422.79	1.00103213381496
2195.6	-53.7	-421	1.01953438697782
2196.15	-53.7	-421.4	1.03684966935668
2196.7	-53.4	-418.8	1.0536855686639
2197.25	-53.5	-419.76	1.07035796576731
2197.8	-54.2	-425.3	1.08649381349394
2198.35	-53.9	-423	1.10231852061909
2198.9	-53.6	-420.4	1.11502031569651
2199.45	-53.7	-421.65	1.12506595863366
2200	-54.4	-426.6	1.13353489713891
2200.55	-54.3	-425.8	1.13987392891307
2201.1	-54.3	-426.38	1.14470037066985
2201.65	-54.0	-424	1.14778030405127
2202.2	-54.5	-427.9	1.14985610217155
2202.75	-54.5	-427.9	1.14901560798664
2203.3	-54.9	-431.2	1.14741506157131
2203.85	-54.6	-428.9	1.14520103088768
2204.4	-55.0	-431.3	1.14265370098883
2204.95	-54.8	-430.2	1.13961196524153
2205.5	-55.0	-431.5	1.13618778022226
2206.05	-55.4	-434.6	1.12983645465833
2206.6	-55.0	-431.9	1.12157763613905
2207.15	-56.3	-442.4	1.11257857853236
2207.7	-55.9	-438.72	1.10132301446679
2208.25	-55.3	-434	1.09035084532208
2208.8	-55.0	-431.7	1.08097030593706
2209.35	-55.4	-435.04	1.06997452280056
2209.9	-55.8	-438.1	1.05925879365227
2210.45	-55.9	-438.8	1.04876317424124
2211	-55.9	-438.5	1.0392955195827
2211.55	-55.8	-437.94	1.0302429240067
2212.1	-56.3	-441.8	1.0210787913663
2212.65	-55.8	-438.3	1.0093908525889
2213.2	-56.2	-441.6	0.99770176777475
2213.75	-55.7	-437.3	0.98536958761762
2214.3	-56.2	-441.5	0.9752890243152
2214.85	-56.1	-440.7	0.96717476655034
2215.4	-56.2	-441.2	0.95863328454012
2215.95	-55.8	-437.7	0.95244011979641
2216.5	-56.1	-440.6	0.94884928487338
2217.05	-55.7	-437.6	0.9466819084661
2217.6	-55.7	-437	0.94565355003033
2218.15	-55.7	-437.16	0.94508284569322
2218.7	-55.3	-433.8	0.94411045531329
2219.25	-55.5	-435.6	0.94446363643318
2219.8	-55.6	-436.8	0.94614099647976
2220.35	-54.6	-428.1	0.94962742434294
2220.9	-54.6	-428.8	0.95436548081462
2221.45	-54.4	-427.1	0.95826934179162
2222	-54.2	-425	0.96165929576309
2222.55	-53.5	-420	0.96509269193738
2223.1	-53.1	-416.1	0.96772450329934
2223.65	-54.2	-425.7	0.9703240660564
2224.2	-54.0	-423.4	0.97327551851897
2224.75	-54.6	-428.1	0.97571929976648
2225.3	-54.3	-426.4	0.97662351245411
2225.85	-54.0	-423.6	0.97705846934223
2226.4	-54.5	-427.9	0.97719046157183
2226.95	-54.5	-427.6	0.97710587416193
2227.5	-55.2	-433.3	0.97655074910615
2228.05	-55.4	-434.6	0.97571200811313
2228.6	-55.5	-435.9	0.97449092148379
2229.15	-55.1	-432.6	0.97287577562537
2229.7	-55.6	-436.4	0.97086482002588
2230.25	-56.0	-439.4	0.96827079060188
2230.8	-55.9	-438.7	0.96485521296401
2231.35	-56.0	-439.7	0.96018581367641
2231.9	-55.9	-438.7	0.95427557764569
2232.45	-55.9	-438.6	0.94747737275691
2233	-55.4	-435	0.93984058947178
2233.55	-55.2	-433.4	0.93156299955228
2234.1	-54.2	-425.2	0.9228523807534
2234.65	-54.5	-427.7	0.9143405800573
2235.2	-53.5	-419.4	0.90503963581418
2235.75	-55.0	-431.8	0.89644200850212
2236.3	-54.7	-429.4	0.88624087485757
2236.85	-54.7	-429.6	0.87616499557017
2237.4	-55.6	-436.7	0.86608315909583
2237.95	-55.7	-437	0.85489967139709
2238.5	-55.6	-436.3	0.84332386534756
2239.05	-55.4	-434.74	0.83174320313335
2239.6	-55.5	-435.7	0.82018466043645
2240.15	-55.2	-433.6	0.80830412331035
2240.7	-55.1	-432.3	0.79645388384861
2241.25	-54.9	-431.2	0.78496361753525
2241.8	-54.9	-430.5	0.77348166010819
2242.35	-54.5	-427.3	0.76185078180975
2242.9	-54.4	-427.19	0.75064791747751
2243.45	-54.1	-424.3	0.73959720898511
2244	-54.6	-428.5	0.72891792104013
2244.55	-54.5	-427.7	0.71776194696038
2245.1	-54.6	-428.2	0.70654526494561
2245.65	-54.6	-428.4	0.69517125344452
2246.2	-54.4	-426.6	0.68347392843447
2246.75	-54.6	-428.2	0.67173296275562
2247.3	-54.3	-426	0.65956078356525
2247.85	-54.4	-427.1	0.6475315140645
2248.4	-53.6	-420.86	0.63502967562018
2248.95	-53.9	-423	0.62325799536238
2249.5	-53.8	-422.1	0.6120537084472
2250.05	-53.6	-420.5	0.60129610659375
2250.6	-53.7	-421.4	0.59066725306578
2251.15	-53.8	-422.3	0.57973025191511
2251.7	-53.8	-422	0.56858274379488
2252.25	-53.8	-422.4	0.55746262268065
2252.8	-53.6	-420.3	0.54637266004748
2253.35	-53.6	-420.9	0.53555553130815
2253.9	-52.8	-413.7	0.52456194669784
2254.45	-53.1	-416.7	0.51459429843272
2255	-52.8	-414	0.50449481822551
2255.55	-52.8	-414.1	0.49483944159554
2256.1	-52.9	-414.7	0.48541019392594
2256.65	-52.7	-413.2	0.47694097847419
2257.2	-53.2	-417.5	0.46855210920226
2257.75	-53.0	-415.5	0.45977484916524
2258.3	-52.8	-413.8	0.45130318330764
2258.85	-52.3	-410.4	0.44311211468138
2259.4	-51.9	-406.5	0.43549339216935
2259.95	-52.6	-412.9	0.42834811015099
2260.5	-52.3	-409.8	0.42074475830182
2261.05	-52.5	-411.3	0.41334766639274
2261.6	-51.9	-406.9	0.40596650147971
2262.15	-52.5	-411.3	0.39904187150754
2262.7	-52.1	-408.8	0.3917908106854
2263.25	-52.4	-411.2	0.38474882113066
2263.8	-52.6	-412.8	0.37780512403891
2264.35	-52.1	-408.73	0.37104689494603
2264.9	-52.2	-409	0.36478151528345
2265.45	-51.9	-407.2	0.35871528143326
2266	-52.5	-411.8	0.35288752840918
2266.55	-52.4	-410.94	0.34682066231227
2267.1	-52.3	-410	0.34095825914745
2267.65	-51.8	-406.4	0.33534042813253
2268.2	-51.9	-406.5	0.33007418247433
2268.75	-52.2	-409.2	0.32485310062771
2269.3	-52.5	-412	0.31962747942096
2269.85	-51.9	-407	0.31436174918072
2270.4	-52.1	-408.5	0.30952076627935
2270.95	-51.7	-405.6	0.30451998802779
2271.5	-52.2	-409.5	0.299978639047
2272.05	-51.5	-403.9	0.2954620111783
2272.6	-51.7	-405.1	0.29139962466375
2273.15	-51.6	-404.3	0.28737768094283
2273.7	-52.1	-408.9	0.28346557499385
2274.25	-52.1	-408.7	0.27943578207591
2274.8	-51.4	-402.8	0.27572518222982
2275.35	-52.1	-408.7	0.27236853549495
2275.9	-52.3	-410.1	0.26885084555672
2276.45	-52.0	-407.9	0.26556041383785
2277	-51.7	-405.5	0.26249034175462
2277.55	-50.7	-397.6	0.25963990126237
2278.1	-51.1	-400.9	0.25724349565986
2278.65	-51.5	-403.7	0.25488003563646
2279.2	-51.0	-400	0.25258327757662
2279.75	-51.0	-400	0.25076389447527
2280.3	-50.8	-398.3	0.24902633663927
2280.85	-51.1	-400.3	0.24739982870009
2281.4	-51.2	-401.2	0.2460954661112
2281.95	-50.9	-398.7	0.24484995262279
2282.5	-50.5	-395.3	0.24369962392577
2283.05	-50.6	-396.8	0.24290220715513
2283.6	-50.7	-397	0.24216216888472
2284.15	-50.2	-393.6	0.24153686934157
2284.7	-50.0	-391.7	0.24112205917662
2285.25	-49.9	-391.1	0.24079008704493
2285.8	-49.9	-391	0.24067372053529
2286.35	-49.4	-387	0.24062122237327
2286.9	-50.1	-392.6	0.24067656689592
2287.45	-49.3	-386	0.24091423697383
2288	-49.8	-389.9	0.2412420118464
2288.55	-48.9	-382.5	0.24187044906144
2289.1	-48.3	-377.9	0.24249849930571
2289.65	-48.2	-377.2	0.24329022933625
2290.2	-48.5	-379.3	0.24407544708258
2290.75	-48.6	-380.5	0.24502645111472
2291.3	-48.0	-375.9	0.24599533006388
2291.85	-48.6	-380.4	0.24715206619633
2292.4	-48.4	-378.8	0.24837367108167
2292.95	-48.0	-375.7	0.2498160456468
2293.5	-48.3	-378	0.25121099562711
2294.05	-48.2	-377.2	0.25273718579549
2294.6	-48.5	-379.3	0.25425461716304
2295.15	-48.6	-380.5	0.25608317967482
2295.7	-48.5	-380	0.25796626012348
2296.25	-48.5	-380	0.26011951970405
2296.8	-49.1	-384.8	0.2622939941132
2297.35	-48.3	-377.9	0.2648005111065
2297.9	-48.6	-380.2	0.26712000604079
2298.45	-48.7	-381.5	0.26985549088963
2299	-49.0	-384	0.27264549052793
2299.55	-49.3	-386.3	0.27577162015176
2300.1	-49.4	-386.9	0.27953061558289
2300.65	-49.6	-388.4	0.28583354383866
2301.2	-49.1	-384.4	0.2925837015233
2301.75	-49.1	-384.4	0.29961955923333
2302.3	-48.9	-383.1	0.30709490668037
2302.85	-49.1	-384.9	0.31472979186421
2303.4	-49.6	-388.8	0.3229652176289
2303.95	-49.9	-390.7	0.33223357546502
2304.5	-49.9	-391.1	0.3418311888739
2305.05	-50.0	-391.9	0.35217188210326
2305.6	-50.7	-397.2	0.36372222457671
2306.15	-51.0	-399.6	0.37659288707887
2306.7	-51.5	-403.5	0.39034854321359
2307.25	-51.3	-402.2	0.40598018747664
2307.8	-51.1	-400.3	0.42169999143279
2308.35	-51.5	-403.7	0.4374266015764
2308.9	-51.5	-403.7	0.45389681020024
2309.45	-52.0	-407.4	0.47042125707444
2310	-51.8	-406	0.48757135110496
2310.55	-52.1	-408.2	0.50508359864459
2311.1	-52.2	-409.6	0.5233185545814
2311.65	-52.2	-409.4	0.54158311853743
2312.2	-53.0	-415.7	0.56030782731318
2312.75	-52.5	-411.3	0.58097956357857
2313.3	-52.8	-413.9	0.60065699938973
2313.85	-53.4	-419	0.62163146627357
2314.4	-52.9	-415	0.64446264708759
2314.95	-53.5	-419.8	0.66715478882651
2315.5	-53.9	-422.5	0.69161436711996
2316.05	-54.0	-423.9	0.71720257844612
2316.6	-54.4	-426.8	0.74394195866643
2317.15	-55.3	-433.8	0.77205145256183
2317.7	-54.8	-430	0.80185060408536
2318.25	-54.7	-429.1	0.82971469910523
2318.8	-55.0	-431.61	0.85607349645036
2319.35	-54.1	-424.2	0.88259459972741
2319.9	-53.7	-421.2	0.90569389573935
2320.45	-54.0	-424	0.92777450395756
2321	-54.5	-427.54	0.94944025532715
2321.55	-53.8	-422	0.97092514136786
2322.1	-53.8	-421.9	0.98946047083066
2322.65	-53.7	-421.5	1.00639013941014
2323.2	-54.2	-425.6	1.0218910185858
2323.75	-53.9	-422.9	1.03663891040253
2324.3	-54.0	-423.6	1.04956367728365
2324.85	-54.5	-427.7	1.06096366250051
2325.4	-54.2	-425.3	1.07137896221358
2325.95	-54.2	-425.6	1.08080462008833
2326.5	-54.7	-429.4	1.08957254124093
